"R1_Read_Count"	"R2_Read_Count"	"R4_Read_Count"
"LOC105369552"	0	0	0
"HP11014"	0	49	19
"LOC105369558"	0	0	0
"LOC105369559"	0	0	0
"LOC105369561"	0	0	0
"LOC105369562"	0	0	0
"LINC02725"	14	0	0
"LINC02098"	0	0	0
"LOC105369565"	5	103	199
"LOC105369568"	268	144	31
"LOC105369571"	0	0	0
"LOC105369572"	0	0	0
"LOC105369574"	127	0	0
"LOC105369575"	75	0	0
"LOC105369576"	0	0	2
"LOC105369577"	0	0	0
"LOC105369578"	0	0	0
"LOC105369579"	0	0	0
"LOC105369580"	0	0	0
"LOC105369583"	0	0	0
"LINC02706"	0	0	0
"LINC02697"	0	0	0
"LOC105369587"	0	0	0
"LINC02717"	0	0	0
"LINC02684"	0	0	0
"LOC105369591"	0	0	0
"LOC105369592"	0	0	6
"LOC105369593"	0	2	15
"LOC105369594"	0	13	25
"LOC105369595"	0	10	0
"LINC02455"	0	0	0
"LOC105369601"	0	7	6
"LOC105369602"	0	3	0
"LINC02827"	0	0	4
"LOC105369607"	0	0	0
"LOC105369608"	0	0	14
"PARP11-AS1"	0	0	10
"LOC105369611"	0	0	0
"LOC105369612"	172	145	33
"LOC105369614"	18	4	303
"LOC105369616"	0	0	0
"LOC105369617"	0	0	0
"LOC105369618"	0	0	0
"LOC105369621"	0	3	0
"LOC105369622"	0	0	0
"LOC105369623"	0	0	0
"LOC105369624"	0	0	0
"LOC105369625"	0	55	17
"LOC105369626"	0	74	6
"LOC105369631"	0	4	9
"LOC105369632"	0	0	0
"LOC105369634"	0	0	0
"MIR200CHG"	0	0	0
"LOC105369645"	0	6	3
"LOC105369647"	0	0	0
"LOC105369649"	0	0	0
"LINC02390"	31	20	25
"LOC105369655"	0	0	0
"LOC105369656"	0	22	0
"LOC105369657"	0	0	0
"LOC105369658"	0	0	0
"LOC105369663"	108	162	50
"LOC105369666"	237	111	56
"LOC105369667"	0	0	0
"LOC105369668"	36	0	0
"LOC105369669"	299	280	394
"LOC105369670"	0	17	44
"LOC105369672"	0	14	0
"LOC105369673"	0	0	0
"LOC105369677"	0	0	0
"LINC02378"	0	0	0
"LOC105369682"	0	0	0
"LINC02468"	0	0	0
"LOC105369685"	0	0	0
"LOC105369686"	0	0	0
"LOC105369687"	0	0	0
"LOC105369688"	0	0	0
"LOC105369689"	0	0	0
"LOC105369690"	0	0	0
"LOC105369691"	0	10	9
"LOC105369692"	0	0	0
"LOC105369696"	0	0	0
"LOC105369697"	0	0	0
"LOC105369698"	0	6	0
"LOC105369699"	0	0	0
"LOC105369701"	0	0	0
"LOC105369704"	0	0	0
"LOC105369705"	0	0	0
"LOC105369706"	0	6	3
"LOC105369709"	0	0	0
"LOC105369710"	0	14	91
"LOC105369711"	0	0	0
"LOC105369714"	0	0	0
"LOC105369715"	0	0	0
"LOC105369716"	0	0	0
"LINC02386"	0	0	0
"LOC105369718"	0	0	0
"LOC105369719"	0	9	0
"LOC105369720"	0	37	2
"LOC105369722"	14	5	31
"LINC02422"	2000	43	3180
"LOC105369724"	0	0	663
"LOC105369725"	104	37	54
"LOC105369726"	0	0	0
"LOC105369728"	0	8	0
"LINC02406"	0	0	0
"LINC02471"	0	0	0
"LOC105369735"	0	0	0
"LOC105369736"	0	0	0
"LINC02451"	0	0	0
"LINC02450"	0	0	0
"LINC02461"	0	0	0
"LOC105369742"	0	0	0
"LOC105369743"	0	6	85
"LOC105369744"	0	0	0
"LOC105369745"	0	0	0
"LOC105369746"	0	3	0
"LOC105369747"	72	8	45
"LOC105369748"	137	142	139
"LOC105369750"	0	0	0
"LOC105369752"	0	0	0
"LOC105369753"	0	0	0
"LOC105369755"	0	6	25
"LOC105369756"	0	0	0
"LOC105369757"	0	0	0
"DDN-AS1"	47	15	24
"LOC105369759"	0	0	1
"LOC105369760"	0	42	41
"LOC105369761"	0	5	0
"LOC105369763"	0	0	0
"LOC105369764"	0	5	0
"LOC105369767"	68	179	42
"LOC105369768"	0	0	0
"LOC105369771"	81	29	2
"LOC105369772"	15	18	0
"LOC105369774"	0	9	15
"LOC105369775"	0	0	0
"SMUG1-AS1"	0	0	0
"LOC105369777"	0	0	0
"LOC105369778"	0	4	10
"LOC105369779"	199	128	196
"LOC105369780"	0	44	87
"LOC105369781"	0	3	10
"LOC105369782"	28	16	14
"LOC105369783"	33	21	26
"LOC105369784"	0	0	0
"LINC02403"	0	0	0
"LOC105369786"	0	0	0
"LOC105369787"	0	0	0
"LOC105369788"	0	0	0
"LOC105369789"	0	0	0
"LOC105369791"	0	0	0
"LINC02448"	0	0	0
"LOC105369793"	0	0	0
"LOC105369795"	0	0	0
"LOC105369797"	0	0	0
"LOC105369798"	0	0	0
"LOC105369801"	0	0	0
"LOC105369803"	0	0	0
"LOC105369804"	31	15	128
"LOC105369806"	0	0	0
"LINC02454"	0	0	0
"LOC105369808"	0	0	0
"LOC105369809"	0	3	0
"LINC02425"	0	0	0
"LOC105369811"	31	2	0
"LOC105369812"	43	54	18
"LOC105369813"	0	0	0
"LINC02442"	0	0	0
"LOC105369816"	187	101	15
"LOC105369818"	0	4	0
"LOC105369819"	75	29	12
"LOC105369820"	67	747	989
"LINC02373"	14	8	28
"LOC105369823"	25	51	83
"LINC02821"	0	0	0
"LOC105369827"	33	0	7
"LOC105369828"	15	0	3
"LOC105369831"	0	0	0
"LOC105369832"	0	0	0
"LOC105369833"	0	0	0
"LOC105369838"	0	0	0
"LOC105369839"	0	0	0
"LINC02445"	0	0	0
"LINC02394"	0	0	0
"LOC105369842"	0	0	0
"LOC105369843"	0	0	0
"LOC105369844"	0	1	2
"LOC105369846"	0	0	0
"LOC105369847"	0	0	0
"LNCOG"	0	0	0
"LOC105369850"	9	47	71
"LOC105369851"	0	20	0
"LOC105369853"	0	0	0
"LINC02464"	0	0	0
"LOC105369855"	0	0	0
"LOC105369856"	0	0	0
"LOC105369859"	0	0	0
"LINC02424"	0	0	0
"LOC105369863"	0	0	0
"LOC105369864"	0	7	0
"PPP1R12A-AS1"	66	103	168
"LOC105369867"	0	0	0
"LOC105369869"	0	12	0
"LOC105369872"	0	0	0
"LOC105369873"	0	0	0
"LOC105369874"	0	0	0
"LOC105369875"	0	0	0
"LINC02820"	0	0	0
"LOC105369877"	0	0	0
"LOC105369878"	0	0	0
"LOC105369879"	0	0	0
"LOC105369880"	0	0	0
"LOC105369881"	0	0	0
"LOC105369885"	0	0	0
"LOC105369886"	0	0	0
"LOC105369887"	0	0	0
"LOC105369890"	0	0	37
"LINC02399"	0	0	0
"LOC105369892"	0	0	0
"LINC02392"	0	0	0
"LOC105369895"	0	0	0
"LOC105369896"	0	0	0
"LINC02823"	0	0	0
"LOC105369898"	0	0	0
"LINC02404"	0	0	0
"LOC105369901"	82	4	13
"LOC105369902"	0	0	0
"LOC105369903"	0	0	0
"LOC105369904"	0	11	38
"LOC105369905"	0	0	5
"LINC02413"	4	16	60
"LOC105369907"	0	0	0
"LOC105369908"	0	0	0
"LOC105369909"	0	0	0
"LOC105369911"	0	6	0
"LOC105369912"	0	0	0
"LOC105369913"	0	18	6
"LOC105369914"	0	0	0
"LOC105369915"	0	10	0
"LOC105369917"	0	0	0
"LOC105369919"	0	0	0
"LINC02410"	0	0	0
"LOC105369921"	0	0	0
"LOC105369923"	22	109	376
"LINC02452"	0	0	0
"LOC105369925"	0	5	0
"LOC105369927"	0	0	0
"LOC105369928"	0	0	39
"LINC02409"	0	0	0
"LOC105369930"	0	0	0
"LOC105369932"	0	0	0
"LOC105369933"	0	0	0
"LOC105369935"	0	0	0
"LOC105369937"	0	0	0
"LOC105369938"	0	0	0
"LINC02456"	0	4	25
"LOC105369944"	0	0	0
"LOC105369945"	0	0	0
"LOC105369946"	0	0	0
"LOC105369947"	0	0	0
"LINC02385"	0	0	0
"LOC105369949"	0	0	0
"LOC105369950"	0	0	0
"LOC105369952"	0	0	0
"LOC105369953"	0	14	10
"KCCAT198"	0	0	0
"LOC105369955"	0	0	2
"LOC105369956"	0	0	0
"LOC105369957"	37	11	22
"LOC105369958"	0	0	3
"LOC105369959"	0	0	0
"LOC105369960"	0	0	0
"LOC105369961"	0	0	0
"LOC105369963"	0	0	0
"LOC105369964"	0	0	0
"LOC105369965"	0	0	0
"LOC105369968"	561	33	85
"LOC105369969"	0	0	0
"FIGNL2-DT"	0	0	0
"HNRNPA1P69"	0	0	0
"LOC105369974"	0	0	0
"LOC105369975"	27	0	4
"LOC105369976"	0	0	0
"LOC105369980"	0	0	0
"LOC105369981"	0	0	0
"LOC105369983"	0	0	0
"LINC02356"	0	3	14
"IMMP1LP2"	58	2	12
"LOC105369989"	0	0	0
"LOC105369990"	0	0	0
"LOC105369991"	0	0	0
"LOC105369993"	0	0	0
"LOC105369994"	0	0	0
"LOC105369995"	0	0	0
"LINC02459"	0	0	0
"LOC105369998"	0	0	0
"LOC105369999"	0	0	0
"LOC105370000"	0	0	0
"LOC105370002"	0	0	0
"LOC105370003"	0	0	0
"LINC02463"	0	0	0
"LOC105370005"	0	0	0
"LOC105370007"	0	0	0
"LOC105370008"	0	0	0
"LOC105370010"	0	3	0
"LOC105370011"	0	0	0
"LOC105370012"	0	0	0
"LINC02460"	0	0	0
"LINC02423"	0	0	0
"LINC02440"	0	0	0
"LINC02439"	0	0	0
"LOC105370017"	0	0	0
"LOC105370018"	0	0	0
"LOC105370019"	0	0	0
"LOC105370020"	0	0	0
"LOC105370021"	0	0	0
"LOC105370022"	0	0	0
"LOC105370024"	0	0	0
"LOC105370025"	0	0	0
"LOC105370026"	0	0	0
"LOC105370027"	152	0	627
"LOC105370029"	0	0	0
"LOC105370030"	0	0	0
"LOC105370031"	0	9	65
"LOC105370032"	0	0	51
"LOC105370033"	74	31	119
"LOC105370034"	91	49	179
"LOC105370035"	0	4	2
"LOC105370041"	74	28	10
"LOC105370042"	0	0	7
"LOC105370044"	0	0	0
"LOC105370047"	0	0	0
"LOC105370050"	0	0	0
"LOC105370051"	0	8	0
"LOC105370052"	0	2	0
"LOC105370053"	0	0	0
"LOC105370054"	0	0	0
"LOC105370055"	0	0	0
"LOC105370056"	0	0	0
"LINC02826"	0	0	0
"LOC105370058"	0	0	0
"LINC02350"	0	0	0
"LINC02824"	0	0	0
"LOC105370061"	0	0	0
"LOC105370062"	0	0	0
"LOC105370063"	0	0	0
"LOC105370064"	0	0	0
"LINC02376"	0	0	0
"LOC105370066"	0	0	0
"LOC105370067"	0	0	0
"LOC105370068"	0	0	0
"LOC105370069"	0	0	0
"LINC02441"	0	0	0
"LOC105370071"	0	0	0
"LOC105370073"	0	10	0
"LOC105370074"	0	0	0
"LOC105370076"	0	0	0
"LOC105370077"	0	3	0
"LINC02419"	0	0	0
"LOC105370079"	0	0	0
"LOC105370080"	0	0	0
"LOC105370082"	0	0	0
"LOC105370083"	0	2	0
"LOC105370084"	0	0	0
"LINC02414"	0	0	0
"LOC105370086"	0	20	0
"LOC105370087"	0	0	28
"LOC105370088"	0	6	0
"LOC105370090"	0	0	0
"LOC105370091"	0	0	0
"LOC105370092"	37	74	71
"LOC105370094"	0	0	8
"LOC105370101"	0	12	4
"LOC105370102"	0	0	3
"LOC105370103"	0	1	1
"LOC105370104"	0	3	8
"LOC105370105"	27	0	1
"LOC105370108"	32	5	17
"LOC105370109"	32	0	0
"LOC105370111"	0	0	0
"LOC105370112"	0	0	0
"LOC105370113"	0	0	0
"LOC105370114"	0	0	0
"LOC105370115"	0	0	3
"LOC105370117"	0	0	0
"LOC105370118"	0	0	0
"LOC105370119"	0	0	0
"LOC105370120"	0	0	0
"LOC105370121"	0	10	3
"LOC105370122"	0	0	0
"LOC105370124"	129	67	16
"LINC02340"	48	8	26
"LOC105370126"	0	0	0
"LOC105370128"	0	0	0
"LOC105370129"	0	0	0
"LOC105370130"	0	0	0
"LOC105370132"	0	0	0
"LOC105370135"	0	0	0
"LOC105370139"	0	0	0
"LINC00385"	0	7	0
"LOC105370145"	0	0	0
"LOC105370148"	44	165	93
"LOC105370150"	0	0	0
"LOC105370152"	0	13	0
"LINC02344"	242	17	0
"LOC105370156"	0	0	0
"LINC02343"	0	0	0
"LOC105370159"	0	0	0
"LOC105370161"	0	0	0
"LOC105370163"	0	0	0
"LOC105370165"	0	0	0
"LOC105370167"	0	0	0
"LOC105370168"	0	5	0
"LOC105370169"	0	0	0
"LOC105370170"	0	3	0
"LOC105370171"	0	0	0
"LOC105370173"	0	0	16
"LOC105370174"	0	3	126
"LOC105370175"	0	0	16
"LOC105370176"	0	0	0
"LINC02341"	0	0	0
"LOC105370178"	0	0	0
"LOC105370179"	0	0	0
"LOC105370181"	0	0	0
"LOC105370182"	0	2	0
"LINC00390"	0	0	0
"LOC105370185"	0	0	0
"LOC105370187"	0	0	0
"LOC105370188"	0	0	0
"LOC105370190"	0	0	4
"LOC105370191"	0	0	0
"LOC105370192"	0	0	0
"LOC105370194"	0	6	53
"LOC105370195"	0	0	0
"LOC105370196"	0	3	0
"LOC105370198"	60	68	17
"LOC105370201"	0	9	0
"LOC105370202"	0	629	0
"LOC105370203"	0	58	40
"LOC105370204"	0	58	8
"LOC105370205"	20	11	7
"LOC105370207"	0	0	0
"LINC00345"	0	0	0
"LOC105370210"	0	0	0
"LOC105370213"	0	0	0
"LOC105370214"	0	0	0
"LOC105370216"	0	0	0
"LOC105370217"	0	0	0
"LOC105370218"	0	0	0
"LOC105370219"	0	0	0
"LOC105370220"	0	0	0
"LOC105370221"	0	0	0
"LOC105370222"	0	0	0
"LOC105370223"	0	0	0
"LOC105370224"	0	0	0
"LOC105370227"	0	0	20
"LOC105370228"	0	0	0
"LOC105370230"	0	0	0
"LOC105370231"	0	0	0
"LOC105370232"	0	0	0
"LOC105370233"	0	0	28
"LOC105370234"	0	0	0
"LOC105370235"	0	0	0
"LOC105370236"	0	0	0
"LOC105370237"	0	0	0
"LOC105370238"	0	0	0
"LOC105370239"	0	0	0
"LOC105370240"	0	0	0
"LOC105370241"	0	0	0
"LINC01052"	0	0	0
"LOC105370243"	0	0	0
"LOC105370244"	0	0	0
"LOC105370245"	0	0	0
"LOC105370246"	0	0	0
"LOC105370247"	0	0	0
"LOC105370248"	0	0	0
"LOC105370249"	0	0	0
"LOC105370250"	0	0	0
"LOC105370251"	0	0	0
"LINC02342"	0	0	0
"LOC105370254"	0	0	0
"LOC105370255"	0	0	0
"LOC105370256"	0	0	0
"LOC105370259"	0	11	50
"LOC105370260"	0	0	0
"LOC105370261"	0	0	0
"LOC105370262"	0	0	0
"LOC105370263"	0	0	0
"LOC105370264"	0	0	0
"LOC105370265"	0	19	0
"LOC105370266"	0	0	0
"LOC105370269"	0	0	0
"LOC105370271"	0	0	0
"LOC105370272"	0	0	0
"LOC105370273"	0	0	0
"LOC105370274"	0	0	7
"LOC105370275"	0	0	3
"LOC105370276"	0	4	0
"LOC105370278"	0	0	0
"LOC105370281"	0	0	0
"LOC105370282"	0	0	0
"LOC105370283"	0	0	0
"LOC105370284"	0	0	0
"LOC105370285"	0	0	0
"LOC105370286"	0	0	0
"LOC105370287"	0	0	0
"LOC105370289"	0	0	6
"LOC105370290"	17	0	0
"LOC105370291"	0	0	0
"LOC105370292"	0	0	36
"LOC105370295"	0	39	0
"LOC105370297"	0	34	117
"LOC105370299"	0	0	0
"LOC105370300"	0	0	0
"LOC105370301"	0	0	0
"LOC105370302"	0	0	0
"LOC105370304"	0	0	0
"LINC00373"	0	0	0
"LOC105370307"	0	0	0
"LINC01040"	0	0	0
"LINC02336"	0	0	0
"LOC105370310"	0	0	0
"LOC105370311"	0	0	0
"LOC105370312"	0	0	0
"LOC105370313"	0	0	0
"LOC105370314"	0	0	0
"LOC105370315"	0	0	0
"LOC105370317"	0	0	0
"LOC105370321"	0	0	0
"LOC105370322"	0	0	0
"LOC105370324"	0	0	0
"LOC105370325"	0	0	0
"LOC105370327"	0	19	40
"LOC105370328"	0	0	2
"LOC105370330"	0	0	0
"LOC105370332"	0	0	0
"PCCA-DT"	58	23	139
"LOC105370335"	0	0	0
"LOC105370337"	0	0	0
"LOC105370338"	0	5	0
"LOC105370339"	0	0	0
"LOC105370340"	0	0	0
"LOC105370342"	0	0	0
"LOC105370343"	0	0	0
"LOC105370344"	0	0	0
"LOC105370345"	0	0	0
"LOC105370346"	0	0	0
"LOC105370348"	4	4	30
"LOC105370349"	0	0	5
"LOC105370350"	0	0	0
"LOC105370353"	0	0	0
"LOC105370355"	0	14	0
"LOC105370356"	0	7	0
"LOC105370359"	462	567	1319
"LOC105370360"	0	9	0
"LOC105370361"	0	14	0
"LOC105370362"	0	0	7
"LOC105370363"	8	3	6
"LOC105370364"	0	0	0
"LOC105370365"	0	0	0
"LOC105370366"	0	0	0
"LINC02337"	0	0	0
"LOC105370370"	0	0	16
"LOC105370372"	0	5	0
"LOC105370373"	0	0	0
"LOC105370384"	167	35	83
"LOC105370397"	0	5	4
"LOC105370398"	0	0	0
"LOC105370399"	85	50	11
"LINC02332"	18	8	7
"LOC105370401"	89	314	47
"LOC105370404"	0	11	27
"LOC105370406"	0	0	0
"LOC105370407"	0	0	0
"LOC105370408"	0	0	0
"LOC105370409"	0	0	0
"LOC105370410"	0	0	0
"LOC105370411"	0	2	0
"LOC105370412"	0	3	0
"LOC105370413"	0	15	4
"LINC02286"	0	0	0
"LOC105370415"	0	0	0
"LOC105370416"	0	0	0
"LOC105370418"	0	0	0
"LOC105370419"	0	0	0
"LOC105370420"	0	0	0
"LOC105370421"	0	0	0
"LINC02300"	0	0	0
"LINC02281"	0	0	0
"LINC02282"	0	0	0
"LINC02326"	0	0	0
"LOC105370429"	0	7	0
"LOC105370430"	0	0	0
"G2E3-AS1"	0	0	0
"LOC105370432"	0	0	0
"LOC105370436"	0	0	0
"LOC105370437"	0	0	0
"LOC105370438"	0	0	0
"LINC02313"	0	0	0
"LOC105370440"	0	0	0
"LOC105370443"	0	0	0
"LOC105370444"	0	0	0
"EGLN3-AS1"	0	0	0
"LOC105370446"	0	0	0
"LOC105370447"	1000	328	964
"LOC105370449"	701	831	191
"LOC105370450"	0	0	0
"LOC105370451"	0	0	0
"LOC105370452"	0	0	0
"LOC105370453"	0	0	0
"LOC105370455"	0	0	0
"LOC105370456"	34	252	0
"LOC105370457"	0	42	0
"SEC23A-AS1"	0	5	15
"LOC105370459"	0	10	6
"LOC105370460"	0	60	19
"LOC105370461"	103	141	65
"LOC105370462"	0	14	215
"LOC105370463"	0	0	0
"LOC105370464"	23	10	86
"LOC105370465"	0	0	0
"LOC105370466"	0	0	0
"LOC105370467"	0	0	0
"LOC105370469"	0	2	0
"LOC105370470"	0	0	0
"LINC02307"	0	0	0
"LOC105370472"	0	0	0
"LOC105370473"	0	0	0
"LOC105370474"	0	3	5
"LOC105370475"	0	3	6
"LOC105370476"	0	4	0
"LOC105370478"	0	0	0
"LINC02303"	0	0	0
"LOC105370480"	0	0	0
"LOC105370481"	0	0	0
"LOC105370482"	0	0	0
"LOC105370485"	0	131	77
"LOC105370489"	0	8	0
"LOC105370491"	0	34	12
"LOC105370492"	0	20	0
"LOC105370495"	0	0	0
"LINC02310"	0	0	0
"LOC105370497"	0	0	0
"LINC02319"	0	0	0
"LOC105370500"	0	16	6
"LOC105370502"	0	15	0
"LINC02331"	0	0	0
"LOC105370504"	72	1101	291
"LOC105370505"	0	0	0
"LOC105370507"	0	6	13
"LOC105370508"	9	18	23
"LOC105370509"	0	7	0
"LOC105370511"	0	0	0
"LOC105370512"	0	0	0
"LOC105370513"	34	14	7
"LOC105370515"	0	0	0
"LOC105370516"	0	0	0
"LOC105370518"	35	10	10
"LOC105370519"	0	6	4
"LOC105370522"	0	19	24
"LOC105370524"	21	13	22
"LOC105370525"	0	21	3
"HIF1A-AS3"	0	0	3
"LOC105370528"	0	0	0
"LOC105370529"	0	0	0
"LOC105370530"	0	0	0
"LOC105370531"	0	7	10
"LOC105370532"	0	34	30
"LOC105370534"	0	0	0
"LOC105370537"	0	9	11
"LOC105370538"	0	0	0
"LINC02290"	0	0	0
"LOC105370542"	0	4	0
"LOC105370543"	26	3	14
"LOC105370546"	0	0	0
"LOC105370547"	0	0	0
"LOC105370549"	0	0	2
"LOC105370550"	0	0	0
"LOC105370552"	0	0	0
"LOC105370556"	0	0	0
"LOC105370557"	0	0	0
"LOC105370559"	0	0	0
"LOC105370560"	199	79	228
"LOC105370563"	0	0	0
"LOC105370564"	0	0	0
"LOC105370567"	231	465	356
"LOC105370569"	410	695	290
"LOC105370572"	41	4	26
"LOC105370573"	0	0	0
"LOC105370575"	0	0	0
"LOC105370576"	0	0	0
"LOC105370577"	0	12	0
"LINC01629"	16	4	6
"LOC105370579"	26	34	17
"LOC105370581"	0	9	9
"LOC105370582"	0	0	0
"LOC105370583"	0	0	0
"LOC105370586"	0	85	14
"LOC105370588"	0	12	2
"LOC105370589"	0	0	0
"LOC105370590"	0	0	0
"LOC105370591"	0	0	0
"LOC105370593"	0	0	0
"LOC105370594"	26	12	28
"LOC105370596"	0	2	15
"LOC105370598"	0	0	0
"LOC105370599"	0	0	0
"LOC105370600"	0	0	0
"LOC105370601"	0	9	0
"LOC105370603"	0	0	0
"LOC105370604"	0	0	0
"LINC02329"	0	0	0
"LINC02309"	0	0	0
"LOC105370608"	0	0	0
"LINC02296"	103	0	0
"LINC02330"	0	0	0
"LOC105370612"	0	0	0
"LOC105370613"	0	0	0
"LOC105370614"	0	0	0
"LOC105370615"	0	3	3
"LOC105370616"	0	0	0
"LOC105370617"	0	0	0
"LOC105370618"	0	0	0
"LOC105370619"	0	0	0
"LOC105370622"	3	6	0
"LINC02321"	0	5	9
"LOC105370624"	407	519	285
"LOC105370625"	11	2	7
"LOC105370627"	0	0	0
"LINC02833"	0	0	0
"LOC105370631"	0	0	0
"LOC105370634"	0	0	0
"LOC105370635"	0	0	0
"LOC105370637"	0	0	0
"LOC105370638"	0	0	0
"LOC105370639"	0	0	0
"LOC105370640"	0	20	19
"LOC105370643"	0	0	0
"LOC105370644"	0	0	0
"LOC105370645"	0	0	0
"LINC02299"	0	0	0
"LOC105370647"	0	0	15
"LINC02304"	0	0	0
"LOC105370650"	0	0	0
"LOC105370651"	8	12	15
"LINC02295"	0	0	0
"LOC105370653"	0	0	0
"LOC105370654"	0	0	0
"LOC105370655"	0	0	10
"LOC105370656"	0	10	0
"LOC105370657"	0	0	0
"LOC105370658"	0	28	30
"LOC105370659"	0	13	3
"LOC105370660"	0	38	21
"LOC105370661"	0	0	0
"LOC105370664"	0	48	7
"LOC105370667"	0	0	0
"LOC105370668"	0	4	0
"LOC105370669"	0	0	0
"LOC105370670"	64	15	0
"LOC105370671"	0	26	14
"LOC105370672"	0	0	0
"LOC105370673"	0	0	5
"LOC105370674"	0	0	0
"LOC105370675"	0	0	0
"LINC02320"	0	8	4
"LOC105370677"	0	1	0
"LOC105370679"	0	10	0
"LOC105370680"	0	3	0
"LINC02323"	24	3	25
"LINC00677"	0	20	6
"LOC105370685"	0	0	0
"LOC105370686"	0	0	48
"LOC105370687"	325	86	181
"LOC105370688"	0	0	0
"LOC105370689"	0	16	354
"LOC105370690"	0	0	0
"LOC105370691"	29	0	0
"LOC105370694"	0	0	0
"LOC105370697"	0	5	4
"LOC105370698"	0	0	0
"LOC105370700"	0	0	112
"LOC105370705"	0	27	0
"LOC105370706"	0	0	0
"LOC105370707"	0	33	5
"LOC105370708"	940	9	24
"LOC105370714"	22	76	74
"LOC105370715"	0	0	2
"LOC105370721"	0	0	78
"LOC105370722"	0	0	0
"LOC105370726"	0	0	0
"LOC105370728"	0	0	0
"LOC105370729"	0	0	0
"LOC105370730"	0	0	0
"PWRN4"	0	0	0
"LOC105370732"	0	0	0
"LOC105370733"	0	0	0
"LOC105370734"	0	0	0
"LINC02250"	0	0	0
"LOC105370738"	0	0	0
"LOC105370739"	0	0	0
"LOC105370740"	49	0	24
"LOC105370741"	0	0	0
"LOC105370743"	0	0	0
"LOC105370747"	0	0	0
"LOC105370751"	0	0	0
"LOC105370752"	0	0	0
"LOC105370753"	0	0	0
"LOC105370754"	0	1	0
"LOC105370756"	0	0	0
"SCG5-AS1"	0	0	0
"LOC105370759"	0	0	14
"LINC02252"	0	0	0
"LOC105370763"	0	4	0
"LOC105370764"	0	19	26
"LOC105370765"	18	6	0
"LOC105370766"	0	0	0
"LOC105370767"	0	0	0
"LOC105370768"	0	0	0
"LOC105370769"	0	0	0
"LOC105370770"	0	0	0
"LOC105370772"	0	0	0
"LOC105370773"	0	0	0
"LOC105370774"	69	57	23
"LOC105370775"	0	0	0
"LOC105370776"	0	0	0
"LOC105370777"	0	0	0
"LOC105370780"	0	2	5
"LOC105370781"	670	4	6
"LOC105370783"	0	93	2
"LOC105370784"	0	0	3
"LOC105370785"	0	0	0
"LOC105370786"	0	0	0
"LOC105370787"	0	13	10
"LOC105370789"	0	0	0
"LOC105370790"	0	0	0
"LOC105370791"	0	0	5
"LOC105370792"	10	7	56
"LOC105370793"	0	0	0
"LOC105370794"	168	411	134
"LOC105370795"	0	12	18
"LOC105370798"	0	0	0
"LOC105370802"	0	0	0
"LOC105370803"	0	0	0
"LOC105370804"	0	0	0
"LOC105370805"	0	0	0
"LOC105370807"	0	2	0
"LOC105370809"	0	0	5
"LOC105370811"	0	0	0
"LOC105370816"	0	0	0
"LOC105370819"	0	12	4
"LOC105370820"	0	16	107
"LOC105370821"	13	24	34
"LINC02490"	0	3	2
"LOC105370823"	0	1	0
"LOC105370824"	0	0	0
"LOC105370826"	0	0	0
"LOC105370827"	0	0	0
"LOC105370829"	0	0	0
"LOC105370831"	0	3	0
"LOC105370832"	0	0	0
"LOC105370833"	87	29	42
"LOC105370834"	25	3	10
"LOC105370838"	0	0	0
"LOC105370839"	0	0	0
"LOC105370840"	0	0	0
"LOC105370841"	0	8	0
"LOC105370842"	0	0	0
"LOC105370844"	0	0	0
"LOC105370846"	47	12	18
"LOC105370847"	0	0	0
"LOC105370849"	0	0	0
"LOC105370850"	0	0	0
"LOC105370851"	0	0	0
"LOC105370852"	0	0	0
"LOC105370854"	0	8	0
"LOC105370855"	0	0	0
"LOC105370861"	0	0	0
"LOC105370866"	48	125	195
"LOC105370867"	0	0	0
"LOC105370868"	38	14	41
"LOC105370869"	0	0	0
"LOC105370870"	0	0	0
"LOC105370871"	0	8	10
"LOC105370873"	0	0	0
"LOC105370876"	0	0	24
"LOC105370877"	805	391	454
"LOC105370878"	0	0	0
"LINC02205"	0	0	0
"LOC105370884"	0	0	0
"LOC105370886"	0	0	0
"LOC105370887"	0	0	0
"TMEM202-AS1"	111	63	100
"LOC105370890"	0	0	0
"LOC105370891"	0	0	0
"LOC105370892"	0	0	0
"LOC105370893"	0	0	0
"LINC02255"	0	0	0
"LOC105370897"	15	0	0
"LOC105370902"	17	6	6
"LOC105370904"	0	63	0
"LOC105370906"	12	0	9
"LOC105370910"	15	29	92
"LOC105370911"	0	0	0
"LOC105370912"	0	0	0
"LOC105370913"	0	0	0
"LOC105370917"	0	0	0
"LOC105370918"	0	0	0
"LOC105370919"	0	0	0
"LOC105370921"	47	4	0
"LOC105370922"	8	0	9
"LOC105370923"	10	0	10
"LOC105370924"	0	0	0
"LOC105370926"	0	2	0
"LOC105370928"	0	0	0
"LOC105370932"	0	0	0
"LOC105370933"	0	0	0
"LOC105370934"	0	0	0
"LOC105370935"	0	0	0
"LOC105370936"	0	0	0
"LOC105370939"	0	3	1
"LOC105370940"	0	0	0
"LOC105370941"	0	43	21
"LOC105370943"	0	20	22
"LOC105370946"	0	0	0
"LOC105370947"	0	0	0
"LOC105370948"	0	0	0
"LOC105370952"	0	0	0
"LOC105370953"	0	0	0
"LOC105370954"	0	0	0
"LOC105370955"	0	0	0
"LOC105370956"	0	0	0
"LOC105370957"	0	0	0
"LOC105370958"	0	0	0
